instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
12958978,50621,NIFTY2661624150CE,NIFTY,0,2026-06-16,24150.0,0.05,65,CE,NFO-OPT,NFO
12959746,50624,NIFTY2661624150PE,NIFTY,0,2026-06-16,24150.0,0.05,65,PE,NFO-OPT,NFO
12958466,50619,NIFTY2661624100CE,NIFTY,0,2026-06-16,24100.0,0.05,65,CE,NFO-OPT,NFO
12958722,50620,NIFTY2661624100PE,NIFTY,0,2026-06-16,24100.0,0.05,65,PE,NFO-OPT,NFO
12957954,50617,NIFTY2661624050CE,NIFTY,0,2026-06-16,24050.0,0.05,65,CE,NFO-OPT,NFO
12958210,50618,NIFTY2661624050PE,NIFTY,0,2026-06-16,24050.0,0.05,65,PE,NFO-OPT,NFO
12957442,50615,NIFTY2661624000CE,NIFTY,0,2026-06-16,24000.0,0.05,65,CE,NFO-OPT,NFO
12957698,50616,NIFTY2661624000PE,NIFTY,0,2026-06-16,24000.0,0.05,65,PE,NFO-OPT,NFO
12956930,50613,NIFTY2661623950CE,NIFTY,0,2026-06-16,23950.0,0.05,65,CE,NFO-OPT,NFO
12957186,50614,NIFTY2661623950PE,NIFTY,0,2026-06-16,23950.0,0.05,65,PE,NFO-OPT,NFO
12956418,50611,NIFTY2661623900CE,NIFTY,0,2026-06-16,23900.0,0.05,65,CE,NFO-OPT,NFO
12956674,50612,NIFTY2661623900PE,NIFTY,0,2026-06-16,23900.0,0.05,65,PE,NFO-OPT,NFO
12955906,50609,NIFTY2661623850CE,NIFTY,0,2026-06-16,23850.0,0.05,65,CE,NFO-OPT,NFO
12956162,50610,NIFTY2661623850PE,NIFTY,0,2026-06-16,23850.0,0.05,65,PE,NFO-OPT,NFO
12955394,50607,NIFTY2661623800CE,NIFTY,0,2026-06-16,23800.0,0.05,65,CE,NFO-OPT,NFO
12955650,50608,NIFTY2661623800PE,NIFTY,0,2026-06-16,23800.0,0.05,65,PE,NFO-OPT,NFO
12954882,50605,NIFTY2661623750CE,NIFTY,0,2026-06-16,23750.0,0.05,65,CE,NFO-OPT,NFO
12955138,50606,NIFTY2661623750PE,NIFTY,0,2026-06-16,23750.0,0.05,65,PE,NFO-OPT,NFO
12954370,50603,NIFTY2661623700CE,NIFTY,0,2026-06-16,23700.0,0.05,65,CE,NFO-OPT,NFO
12954626,50604,NIFTY2661623700PE,NIFTY,0,2026-06-16,23700.0,0.05,65,PE,NFO-OPT,NFO
12953858,50601,NIFTY2661623650CE,NIFTY,0,2026-06-16,23650.0,0.05,65,CE,NFO-OPT,NFO
12936706,50534,NIFTY2661622850CE,NIFTY,0,2026-06-16,22850.0,0.05,65,CE,NFO-OPT,NFO
12936962,50535,NIFTY2661622850PE,NIFTY,0,2026-06-16,22850.0,0.05,65,PE,NFO-OPT,NFO
12936194,50532,NIFTY2661622800CE,NIFTY,0,2026-06-16,22800.0,0.05,65,CE,NFO-OPT,NFO
12936450,50533,NIFTY2661622800PE,NIFTY,0,2026-06-16,22800.0,0.05,65,PE,NFO-OPT,NFO
12935682,50530,NIFTY2661622750CE,NIFTY,0,2026-06-16,22750.0,0.05,65,CE,NFO-OPT,NFO
12935938,50531,NIFTY2661622750PE,NIFTY,0,2026-06-16,22750.0,0.05,65,PE,NFO-OPT,NFO
12933890,50523,NIFTY2661622700CE,NIFTY,0,2026-06-16,22700.0,0.05,65,CE,NFO-OPT,NFO
12934914,50527,NIFTY2661622700PE,NIFTY,0,2026-06-16,22700.0,0.05,65,PE,NFO-OPT,NFO
12933378,50521,NIFTY2661622650CE,NIFTY,0,2026-06-16,22650.0,0.05,65,CE,NFO-OPT,NFO
12933634,50522,NIFTY2661622650PE,NIFTY,0,2026-06-16,22650.0,0.05,65,PE,NFO-OPT,NFO
12932866,50519,NIFTY2661622600CE,NIFTY,0,2026-06-16,22600.0,0.05,65,CE,NFO-OPT,NFO
12933122,50520,NIFTY2661622600PE,NIFTY,0,2026-06-16,22600.0,0.05,65,PE,NFO-OPT,NFO
12932354,50517,NIFTY2661622550CE,NIFTY,0,2026-06-16,22550.0,0.05,65,CE,NFO-OPT,NFO
12932610,50518,NIFTY2661622550PE,NIFTY,0,2026-06-16,22550.0,0.05,65,PE,NFO-OPT,NFO
12930818,50511,NIFTY2661622500CE,NIFTY,0,2026-06-16,22500.0,0.05,65,CE,NFO-OPT,NFO
12931074,50512,NIFTY2661622500PE,NIFTY,0,2026-06-16,22500.0,0.05,65,PE,NFO-OPT,NFO
12930306,50509,NIFTY2661622450CE,NIFTY,0,2026-06-16,22450.0,0.05,65,CE,NFO-OPT,NFO
12930562,50510,NIFTY2661622450PE,NIFTY,0,2026-06-16,22450.0,0.05,65,PE,NFO-OPT,NFO
12928770,50503,NIFTY2661622400CE,NIFTY,0,2026-06-16,22400.0,0.05,65,CE,NFO-OPT,NFO
12929026,50504,NIFTY2661622400PE,NIFTY,0,2026-06-16,22400.0,0.05,65,PE,NFO-OPT,NFO
20369154,79567,NIFTY26JUN23250CE,NIFTY,0,2026-06-30,23250.0,0.05,65,CE,NFO-OPT,NFO
20386306,79634,NIFTY26JUN23250PE,NIFTY,0,2026-06-30,23250.0,0.05,65,PE,NFO-OPT,NFO
20368642,79565,NIFTY26JUN23200CE,NIFTY,0,2026-06-30,23200.0,0.05,65,CE,NFO-OPT,NFO
20368898,79566,NIFTY26JUN23200PE,NIFTY,0,2026-06-30,23200.0,0.05,65,PE,NFO-OPT,NFO
20390914,79652,NIFTY26JUN23300CE,NIFTY,0,2026-06-30,23300.0,0.05,65,CE,NFO-OPT,NFO
20391170,79653,NIFTY26JUN23300PE,NIFTY,0,2026-06-30,23300.0,0.05,65,PE,NFO-OPT,NFO
20365314,79552,NIFTY26JUN23150CE,NIFTY,0,2026-06-30,23150.0,0.05,65,CE,NFO-OPT,NFO
20368386,79564,NIFTY26JUN23150PE,NIFTY,0,2026-06-30,23150.0,0.05,65,PE,NFO-OPT,NFO
20401410,79693,NIFTY26JUN23350CE,NIFTY,0,2026-06-30,23350.0,0.05,65,CE,NFO-OPT,NFO
20401666,79694,NIFTY26JUN23350PE,NIFTY,0,2026-06-30,23350.0,0.05,65,PE,NFO-OPT,NFO
20364290,79548,NIFTY26JUN23100CE,NIFTY,0,2026-06-30,23100.0,0.05,65,CE,NFO-OPT,NFO
20364546,79549,NIFTY26JUN23100PE,NIFTY,0,2026-06-30,23100.0,0.05,65,PE,NFO-OPT,NFO
20401922,79695,NIFTY26JUN23400CE,NIFTY,0,2026-06-30,23400.0,0.05,65,CE,NFO-OPT,NFO
20402178,79696,NIFTY26JUN23400PE,NIFTY,0,2026-06-30,23400.0,0.05,65,PE,NFO-OPT,NFO
20363778,79546,NIFTY26JUN23050CE,NIFTY,0,2026-06-30,23050.0,0.05,65,CE,NFO-OPT,NFO
20364034,79547,NIFTY26JUN23050PE,NIFTY,0,2026-06-30,23050.0,0.05,65,PE,NFO-OPT,NFO
20402434,79697,NIFTY26JUN23450CE,NIFTY,0,2026-06-30,23450.0,0.05,65,CE,NFO-OPT,NFO
20402690,79698,NIFTY26JUN23450PE,NIFTY,0,2026-06-30,23450.0,0.05,65,PE,NFO-OPT,NFO
9676546,37799,NIFTY26JUN23000CE,NIFTY,0,2026-06-30,23000.0,0.05,65,CE,NFO-OPT,NFO
9678082,37805,NIFTY26JUN23000PE,NIFTY,0,2026-06-30,23000.0,0.05,65,PE,NFO-OPT,NFO
20402946,79699,NIFTY26JUN23500CE,NIFTY,0,2026-06-30,23500.0,0.05,65,CE,NFO-OPT,NFO
20403202,79700,NIFTY26JUN23500PE,NIFTY,0,2026-06-30,23500.0,0.05,65,PE,NFO-OPT,NFO
20363266,79544,NIFTY26JUN22950CE,NIFTY,0,2026-06-30,22950.0,0.05,65,CE,NFO-OPT,NFO
20363522,79545,NIFTY26JUN22950PE,NIFTY,0,2026-06-30,22950.0,0.05,65,PE,NFO-OPT,NFO
20403458,79701,NIFTY26JUN23550CE,NIFTY,0,2026-06-30,23550.0,0.05,65,CE,NFO-OPT,NFO
20403714,79702,NIFTY26JUN23550PE,NIFTY,0,2026-06-30,23550.0,0.05,65,PE,NFO-OPT,NFO
20362754,79542,NIFTY26JUN22900CE,NIFTY,0,2026-06-30,22900.0,0.05,65,CE,NFO-OPT,NFO
20363010,79543,NIFTY26JUN22900PE,NIFTY,0,2026-06-30,22900.0,0.05,65,PE,NFO-OPT,NFO
20403970,79703,NIFTY26JUN23600CE,NIFTY,0,2026-06-30,23600.0,0.05,65,CE,NFO-OPT,NFO
20404226,79704,NIFTY26JUN23600PE,NIFTY,0,2026-06-30,23600.0,0.05,65,PE,NFO-OPT,NFO
20404738,79706,NIFTY26JUN23650PE,NIFTY,0,2026-06-30,23650.0,0.05,65,PE,NFO-OPT,NFO
20413954,79742,NIFTY26JUN24350CE,NIFTY,0,2026-06-30,24350.0,0.05,65,CE,NFO-OPT,NFO
20414210,79743,NIFTY26JUN24350PE,NIFTY,0,2026-06-30,24350.0,0.05,65,PE,NFO-OPT,NFO
20413442,79740,NIFTY26JUN24300CE,NIFTY,0,2026-06-30,24300.0,0.05,65,CE,NFO-OPT,NFO
20413698,79741,NIFTY26JUN24300PE,NIFTY,0,2026-06-30,24300.0,0.05,65,PE,NFO-OPT,NFO
20412930,79738,NIFTY26JUN24250CE,NIFTY,0,2026-06-30,24250.0,0.05,65,CE,NFO-OPT,NFO
20413186,79739,NIFTY26JUN24250PE,NIFTY,0,2026-06-30,24250.0,0.05,65,PE,NFO-OPT,NFO
20412418,79736,NIFTY26JUN24200CE,NIFTY,0,2026-06-30,24200.0,0.05,65,CE,NFO-OPT,NFO
20412674,79737,NIFTY26JUN24200PE,NIFTY,0,2026-06-30,24200.0,0.05,65,PE,NFO-OPT,NFO
20411906,79734,NIFTY26JUN24150CE,NIFTY,0,2026-06-30,24150.0,0.05,65,CE,NFO-OPT,NFO
20412162,79735,NIFTY26JUN24150PE,NIFTY,0,2026-06-30,24150.0,0.05,65,PE,NFO-OPT,NFO
20411394,79732,NIFTY26JUN24100CE,NIFTY,0,2026-06-30,24100.0,0.05,65,CE,NFO-OPT,NFO
20411650,79733,NIFTY26JUN24100PE,NIFTY,0,2026-06-30,24100.0,0.05,65,PE,NFO-OPT,NFO
20410882,79730,NIFTY26JUN24050CE,NIFTY,0,2026-06-30,24050.0,0.05,65,CE,NFO-OPT,NFO
20411138,79731,NIFTY26JUN24050PE,NIFTY,0,2026-06-30,24050.0,0.05,65,PE,NFO-OPT,NFO
18296834,71472,NIFTY26JUN24000CE,NIFTY,0,2026-06-30,24000.0,0.05,65,CE,NFO-OPT,NFO
18297090,71473,NIFTY26JUN24000PE,NIFTY,0,2026-06-30,24000.0,0.05,65,PE,NFO-OPT,NFO
20410370,79728,NIFTY26JUN23950CE,NIFTY,0,2026-06-30,23950.0,0.05,65,CE,NFO-OPT,NFO
20410626,79729,NIFTY26JUN23950PE,NIFTY,0,2026-06-30,23950.0,0.05,65,PE,NFO-OPT,NFO
20408834,79722,NIFTY26JUN23900CE,NIFTY,0,2026-06-30,23900.0,0.05,65,CE,NFO-OPT,NFO
20409090,79723,NIFTY26JUN23900PE,NIFTY,0,2026-06-30,23900.0,0.05,65,PE,NFO-OPT,NFO
20406530,79713,NIFTY26JUN23850CE,NIFTY,0,2026-06-30,23850.0,0.05,65,CE,NFO-OPT,NFO
20406786,79714,NIFTY26JUN23850PE,NIFTY,0,2026-06-30,23850.0,0.05,65,PE,NFO-OPT,NFO
20406018,79711,NIFTY26JUN23800CE,NIFTY,0,2026-06-30,23800.0,0.05,65,CE,NFO-OPT,NFO
20406274,79712,NIFTY26JUN23800PE,NIFTY,0,2026-06-30,23800.0,0.05,65,PE,NFO-OPT,NFO
20405506,79709,NIFTY26JUN23750CE,NIFTY,0,2026-06-30,23750.0,0.05,65,CE,NFO-OPT,NFO
20405762,79710,NIFTY26JUN23750PE,NIFTY,0,2026-06-30,23750.0,0.05,65,PE,NFO-OPT,NFO
20404994,79707,NIFTY26JUN23700CE,NIFTY,0,2026-06-30,23700.0,0.05,65,CE,NFO-OPT,NFO
20405250,79708,NIFTY26JUN23700PE,NIFTY,0,2026-06-30,23700.0,0.05,65,PE,NFO-OPT,NFO
20404482,79705,NIFTY26JUN23650CE,NIFTY,0,2026-06-30,23650.0,0.05,65,CE,NFO-OPT,NFO
20362242,79540,NIFTY26JUN22850CE,NIFTY,0,2026-06-30,22850.0,0.05,65,CE,NFO-OPT,NFO
20362498,79541,NIFTY26JUN22850PE,NIFTY,0,2026-06-30,22850.0,0.05,65,PE,NFO-OPT,NFO
20361730,79538,NIFTY26JUN22800CE,NIFTY,0,2026-06-30,22800.0,0.05,65,CE,NFO-OPT,NFO
20361986,79539,NIFTY26JUN22800PE,NIFTY,0,2026-06-30,22800.0,0.05,65,PE,NFO-OPT,NFO
20361218,79536,NIFTY26JUN22750CE,NIFTY,0,2026-06-30,22750.0,0.05,65,CE,NFO-OPT,NFO
20361474,79537,NIFTY26JUN22750PE,NIFTY,0,2026-06-30,22750.0,0.05,65,PE,NFO-OPT,NFO
20360706,79534,NIFTY26JUN22700CE,NIFTY,0,2026-06-30,22700.0,0.05,65,CE,NFO-OPT,NFO
20360962,79535,NIFTY26JUN22700PE,NIFTY,0,2026-06-30,22700.0,0.05,65,PE,NFO-OPT,NFO
20360194,79532,NIFTY26JUN22650CE,NIFTY,0,2026-06-30,22650.0,0.05,65,CE,NFO-OPT,NFO
20360450,79533,NIFTY26JUN22650PE,NIFTY,0,2026-06-30,22650.0,0.05,65,PE,NFO-OPT,NFO
20359682,79530,NIFTY26JUN22600CE,NIFTY,0,2026-06-30,22600.0,0.05,65,CE,NFO-OPT,NFO
20359938,79531,NIFTY26JUN22600PE,NIFTY,0,2026-06-30,22600.0,0.05,65,PE,NFO-OPT,NFO
20359170,79528,NIFTY26JUN22550CE,NIFTY,0,2026-06-30,22550.0,0.05,65,CE,NFO-OPT,NFO
20359426,79529,NIFTY26JUN22550PE,NIFTY,0,2026-06-30,22550.0,0.05,65,PE,NFO-OPT,NFO
14127362,55185,NIFTY26JUN22500CE,NIFTY,0,2026-06-30,22500.0,0.05,65,CE,NFO-OPT,NFO
14127618,55186,NIFTY26JUN22500PE,NIFTY,0,2026-06-30,22500.0,0.05,65,PE,NFO-OPT,NFO
20358658,79526,NIFTY26JUN22450CE,NIFTY,0,2026-06-30,22450.0,0.05,65,CE,NFO-OPT,NFO
20358914,79527,NIFTY26JUN22450PE,NIFTY,0,2026-06-30,22450.0,0.05,65,PE,NFO-OPT,NFO
20358146,79524,NIFTY26JUN22400CE,NIFTY,0,2026-06-30,22400.0,0.05,65,CE,NFO-OPT,NFO
20358402,79525,NIFTY26JUN22400PE,NIFTY,0,2026-06-30,22400.0,0.05,65,PE,NFO-OPT,NFO
289816837,1132097,SENSEX2661173900CE,SENSEX,0,2026-06-11,73900.0,0.05,20,CE,BFO-OPT,BFO
289957637,1132647,SENSEX2661173900PE,SENSEX,0,2026-06-11,73900.0,0.05,20,PE,BFO-OPT,BFO
289882373,1132353,SENSEX2661174000PE,SENSEX,0,2026-06-11,74000.0,0.05,20,PE,BFO-OPT,BFO
289945349,1132599,SENSEX2661174000CE,SENSEX,0,2026-06-11,74000.0,0.05,20,CE,BFO-OPT,BFO
289965061,1132676,SENSEX2661173800CE,SENSEX,0,2026-06-11,73800.0,0.05,20,CE,BFO-OPT,BFO
290006533,1132838,SENSEX2661173800PE,SENSEX,0,2026-06-11,73800.0,0.05,20,PE,BFO-OPT,BFO
289900037,1132422,SENSEX2661174100CE,SENSEX,0,2026-06-11,74100.0,0.05,20,CE,BFO-OPT,BFO
289938181,1132571,SENSEX2661174100PE,SENSEX,0,2026-06-11,74100.0,0.05,20,PE,BFO-OPT,BFO
289846789,1132214,SENSEX2661173700PE,SENSEX,0,2026-06-11,73700.0,0.05,20,PE,BFO-OPT,BFO
290012421,1132861,SENSEX2661173700CE,SENSEX,0,2026-06-11,73700.0,0.05,20,CE,BFO-OPT,BFO
289894917,1132402,SENSEX2661174200PE,SENSEX,0,2026-06-11,74200.0,0.05,20,PE,BFO-OPT,BFO
289955333,1132638,SENSEX2661174200CE,SENSEX,0,2026-06-11,74200.0,0.05,20,CE,BFO-OPT,BFO
289953029,1132629,SENSEX2661173600CE,SENSEX,0,2026-06-11,73600.0,0.05,20,CE,BFO-OPT,BFO
289996037,1132797,SENSEX2661173600PE,SENSEX,0,2026-06-11,73600.0,0.05,20,PE,BFO-OPT,BFO
289908997,1132457,SENSEX2661174300CE,SENSEX,0,2026-06-11,74300.0,0.05,20,CE,BFO-OPT,BFO
289949189,1132614,SENSEX2661174300PE,SENSEX,0,2026-06-11,74300.0,0.05,20,PE,BFO-OPT,BFO
289834757,1132167,SENSEX2661173500PE,SENSEX,0,2026-06-11,73500.0,0.05,20,PE,BFO-OPT,BFO
290001157,1132817,SENSEX2661173500CE,SENSEX,0,2026-06-11,73500.0,0.05,20,CE,BFO-OPT,BFO
289848837,1132222,SENSEX2661174400CE,SENSEX,0,2026-06-11,74400.0,0.05,20,CE,BFO-OPT,BFO
289905413,1132443,SENSEX2661174400PE,SENSEX,0,2026-06-11,74400.0,0.05,20,PE,BFO-OPT,BFO
289841157,1132192,SENSEX2661173400CE,SENSEX,0,2026-06-11,73400.0,0.05,20,CE,BFO-OPT,BFO
289982981,1132746,SENSEX2661173400PE,SENSEX,0,2026-06-11,73400.0,0.05,20,PE,BFO-OPT,BFO
289923077,1132512,SENSEX2661174500CE,SENSEX,0,2026-06-11,74500.0,0.05,20,CE,BFO-OPT,BFO
289961733,1132663,SENSEX2661174500PE,SENSEX,0,2026-06-11,74500.0,0.05,20,PE,BFO-OPT,BFO
289822725,1132120,SENSEX2661173300PE,SENSEX,0,2026-06-11,73300.0,0.05,20,PE,BFO-OPT,BFO
289990149,1132774,SENSEX2661173300CE,SENSEX,0,2026-06-11,73300.0,0.05,20,CE,BFO-OPT,BFO
289876741,1132331,SENSEX2661174600CE,SENSEX,0,2026-06-11,74600.0,0.05,20,CE,BFO-OPT,BFO
289916677,1132487,SENSEX2661174600PE,SENSEX,0,2026-06-11,74600.0,0.05,20,PE,BFO-OPT,BFO
289830149,1132149,SENSEX2661173200CE,SENSEX,0,2026-06-11,73200.0,0.05,20,CE,BFO-OPT,BFO
289887237,1132372,SENSEX2661173200PE,SENSEX,0,2026-06-11,73200.0,0.05,20,PE,BFO-OPT,BFO
289934853,1132558,SENSEX2661174700CE,SENSEX,0,2026-06-11,74700.0,0.05,20,CE,BFO-OPT,BFO
289953285,1132630,SENSEX2661175900CE,SENSEX,0,2026-06-11,75900.0,0.05,20,CE,BFO-OPT,BFO
289996293,1132798,SENSEX2661175900PE,SENSEX,0,2026-06-11,75900.0,0.05,20,PE,BFO-OPT,BFO
289835269,1132169,SENSEX2661175800PE,SENSEX,0,2026-06-11,75800.0,0.05,20,PE,BFO-OPT,BFO
290001669,1132819,SENSEX2661175800CE,SENSEX,0,2026-06-11,75800.0,0.05,20,CE,BFO-OPT,BFO
289941765,1132585,SENSEX2661175700CE,SENSEX,0,2026-06-11,75700.0,0.05,20,CE,BFO-OPT,BFO
289983237,1132747,SENSEX2661175700PE,SENSEX,0,2026-06-11,75700.0,0.05,20,PE,BFO-OPT,BFO
289822981,1132121,SENSEX2661175600PE,SENSEX,0,2026-06-11,75600.0,0.05,20,PE,BFO-OPT,BFO
289990405,1132775,SENSEX2661175600CE,SENSEX,0,2026-06-11,75600.0,0.05,20,CE,BFO-OPT,BFO
289830405,1132150,SENSEX2661175500CE,SENSEX,0,2026-06-11,75500.0,0.05,20,CE,BFO-OPT,BFO
289968901,1132691,SENSEX2661175500PE,SENSEX,0,2026-06-11,75500.0,0.05,20,PE,BFO-OPT,BFO
289808389,1132064,SENSEX2661175400PE,SENSEX,0,2026-06-11,75400.0,0.05,20,PE,BFO-OPT,BFO
289977349,1132724,SENSEX2661175400CE,SENSEX,0,2026-06-11,75400.0,0.05,20,CE,BFO-OPT,BFO
289815557,1132092,SENSEX2661175300CE,SENSEX,0,2026-06-11,75300.0,0.05,20,CE,BFO-OPT,BFO
289869317,1132302,SENSEX2661175300PE,SENSEX,0,2026-06-11,75300.0,0.05,20,PE,BFO-OPT,BFO
289962501,1132666,SENSEX2661175200CE,SENSEX,0,2026-06-11,75200.0,0.05,20,CE,BFO-OPT,BFO
290005253,1132833,SENSEX2661175200PE,SENSEX,0,2026-06-11,75200.0,0.05,20,PE,BFO-OPT,BFO
289844229,1132204,SENSEX2661175100PE,SENSEX,0,2026-06-11,75100.0,0.05,20,PE,BFO-OPT,BFO
290010629,1132854,SENSEX2661175100CE,SENSEX,0,2026-06-11,75100.0,0.05,20,CE,BFO-OPT,BFO
289950981,1132621,SENSEX2661175000CE,SENSEX,0,2026-06-11,75000.0,0.05,20,CE,BFO-OPT,BFO
289994501,1132791,SENSEX2661175000PE,SENSEX,0,2026-06-11,75000.0,0.05,20,PE,BFO-OPT,BFO
289825797,1132132,SENSEX2661174900CE,SENSEX,0,2026-06-11,74900.0,0.05,20,CE,BFO-OPT,BFO
289886469,1132369,SENSEX2661174900PE,SENSEX,0,2026-06-11,74900.0,0.05,20,PE,BFO-OPT,BFO
289891077,1132387,SENSEX2661174800CE,SENSEX,0,2026-06-11,74800.0,0.05,20,CE,BFO-OPT,BFO
289928453,1132533,SENSEX2661174800PE,SENSEX,0,2026-06-11,74800.0,0.05,20,PE,BFO-OPT,BFO
289863173,1132278,SENSEX2661174700PE,SENSEX,0,2026-06-11,74700.0,0.05,20,PE,BFO-OPT,BFO
289807877,1132062,SENSEX2661173100PE,SENSEX,0,2026-06-11,73100.0,0.05,20,PE,BFO-OPT,BFO
289976837,1132722,SENSEX2661173100CE,SENSEX,0,2026-06-11,73100.0,0.05,20,CE,BFO-OPT,BFO
289815301,1132091,SENSEX2661173000CE,SENSEX,0,2026-06-11,73000.0,0.05,20,CE,BFO-OPT,BFO
289869061,1132301,SENSEX2661173000PE,SENSEX,0,2026-06-11,73000.0,0.05,20,PE,BFO-OPT,BFO
227228677,887612,SENSEX26JUN73900PE,SENSEX,0,2026-06-25,73900.0,0.05,20,PE,BFO-OPT,BFO
227323909,887984,SENSEX26JUN73900CE,SENSEX,0,2026-06-25,73900.0,0.05,20,CE,BFO-OPT,BFO
225199109,879684,SENSEX26JUN74000CE,SENSEX,0,2026-06-25,74000.0,0.05,20,CE,BFO-OPT,BFO
225289989,880039,SENSEX26JUN74000PE,SENSEX,0,2026-06-25,74000.0,0.05,20,PE,BFO-OPT,BFO
227232005,887625,SENSEX26JUN73800CE,SENSEX,0,2026-06-25,73800.0,0.05,20,CE,BFO-OPT,BFO
227257349,887724,SENSEX26JUN73800PE,SENSEX,0,2026-06-25,73800.0,0.05,20,PE,BFO-OPT,BFO
227308805,887925,SENSEX26JUN74100CE,SENSEX,0,2026-06-25,74100.0,0.05,20,CE,BFO-OPT,BFO
